system:index,B11,B12,B2,B3,B4,B8,NDVI,OC,VH,VV,VV_div_VH,VV_minus_VH,.geo
0000000000000000075d_0,3154.0,2529.5,1563.0,1844.5,1807.5,4614.0,0.43704742,9.4,-22.87006167413429,-12.343331320992368,0.5397156989284597,10.526730353141923,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.785407028523707,52.52471924128945]}"
0000000000000000077f_0,3281.5,2552.0,1630.5,1922.0,1959.0,4044.0,0.34732634,11.7,-19.445903324409777,-11.642101647076252,0.5986917374243201,7.803801677333524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.971991687317184,52.92294240673964]}"
00000000000000000792_0,2707.0,2076.0,1684.0,2052.0,2064.0,4458.0,0.3670653,24.5,-20.751887462461816,-12.641705196399048,0.6091833920777898,8.110182266062768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.670134880443767,50.17652308860102]}"
00000000000000000797_0,3750.0,3048.0,1752.0,2096.0,2332.0,3879.0,0.24907422,16.7,-18.353064062127697,-12.592018233613139,0.6860989636927867,5.761045828514558,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.80371436319234,50.429758167194315]}"
00000000000000000799_0,2896.0,2259.0,1509.0,1844.0,1751.0,4267.0,0.4180791,14.2,-20.038039397287353,-12.382622992668857,0.6179558162933422,7.655416404618496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.862194688188522,50.340375796424425]}"
000000000000000007a3_0,3022.0,2402.0,1551.0,1858.0,1982.0,3902.0,0.32630864,22,-21.027820961100353,-12.394170303544115,0.589417720764898,8.633650657556238,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.044009127412462,50.419247878370115]}"
000000000000000007ab_0,3099.0,2469.5,1601.0,1867.0,1970.0,3917.5,0.33078557,8.5,-21.461252927824166,-12.727302108606779,0.5930363036775936,8.733950819217387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.735442401599256,50.87855648314043]}"
000000000000000007be_0,3672.5,3153.0,1682.0,2050.0,2645.0,4279.5,0.23604593,15.8,-21.21203353764128,-12.190475938918135,0.5746962410410031,9.021557598723144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.731040656707071,51.040343065810355]}"
000000000000000007dc_0,2732.0,1904.5,1678.0,2214.0,2123.0,4889.5,0.3945098,11.3,-16.403661897610174,-10.697572768433183,0.6521454072393248,5.706089129176991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.729877421119568,50.90308049039689]}"
000000000000000007de_0,3106.5,2763.5,1624.5,1889.0,1872.5,4256.0,0.3889206,13,-20.5216678982402,-12.658569144595369,0.6168391968608401,7.863098753644831,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.759611657023923,50.651462379315014]}"
000000000000000007f1_0,2782.0,2037.0,1484.0,1708.0,1750.0,3500.0,0.33333334,14.1,-21.347095528432057,-13.32205814531553,0.6240688869158789,8.025037383116526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.105921347615702,53.72522778698678]}"
000000000000000007f7_0,2982.5,2232.5,1503.0,1849.5,1903.5,4745.5,0.4274327,14.4,-18.89723366180705,-9.671748744595705,0.5118076496108078,9.225484917211345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.959770025171306,53.79745233582999]}"
00000000000000000802_0,3255.0,2367.0,1543.0,1858.0,1892.0,4528.0,0.4105919,18.9,-19.149897152480907,-11.600107156724228,0.6057529742514263,7.549789995756679,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.073213522710049,52.25163139491712]}"
00000000000000000833_0,4456.5,3319.5,1833.0,2265.0,2578.0,4832.5,0.30423048,12.1,-18.8694968880405,-9.923652561168227,0.5259097590173611,8.945844326872274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.751436987938435,52.179496677602316]}"
00000000000000000834_0,2970.0,2072.0,1625.0,1838.0,2122.0,4065.0,0.31404558,15.9,-18.589202247510165,-12.017009066013626,0.6464510367906284,6.572193181496539,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.808390176951614,52.539092285835366]}"
00000000000000000847_0,3256.5,2517.5,1555.0,1849.5,1884.0,3832.5,0.34085542,12.8,-20.73305500876246,-13.066208955018134,0.6302114642292673,7.666846053744326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.714156903647476,53.4374974014833]}"
0000000000000000084d_0,3187.0,2689.0,1472.0,1828.0,1864.0,3630.0,0.32144156,15.8,-21.59971849950878,-14.10308471533554,0.6529290979258027,7.496633784173239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.398583318618138,52.61041851939445]}"
00000000000000000892_0,2480.0,2248.0,1498.0,1722.0,1792.0,3055.0,0.26057354,15.6,-21.34100724491466,-12.434751280985214,0.5826693716131082,8.906255963929446,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.710549919665444,50.96461508735908]}"
000000000000000008a4_0,3032.0,2677.0,1758.0,2030.0,2172.0,3774.0,0.26942483,14.6,-19.510702572554713,-12.228035013759182,0.6267347353733995,7.282667558795531,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.551822183243376,51.75881563004915]}"
000000000000000008a5_0,3545.5,3119.0,1748.5,1936.5,2081.0,3905.5,0.30476907,19.8,-20.315141030001897,-12.450283164424306,0.6128573336526398,7.864857865577591,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.650816527553347,52.08454475207088]}"
000000000000000008b7_0,3374.0,2555.0,1491.5,1718.5,1809.0,4254.0,0.4032657,12,-17.96029119418653,-12.464261392606009,0.6939899391297452,5.496029801580523,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.95831442358931,52.33697134690847]}"
000000000000000008b9_0,3464.0,2763.0,1683.0,1940.0,2104.0,3761.0,0.28252345,15.9,-19.937707064759888,-13.05782121031966,0.6549309390446155,6.879885854440229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.02407110238686,52.01393717073909]}"
000000000000000008bc_0,3115.0,2327.0,1692.0,2182.0,2366.0,4698.0,0.3301246,11.3,-20.337607629660745,-12.40595008421952,0.6100004636792408,7.931657545441226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.115339935253402,51.81693662893168]}"
000000000000000008eb_0,4465.0,3352.0,1613.5,1844.0,2057.0,3851.0,0.30365607,15.9,-19.816368690785293,-13.91226239184337,0.7020591213723552,5.904106298941922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.774245047591369,49.568812798894164]}"
000000000000000008ee_0,3787.0,2931.0,1702.0,2048.0,2354.0,4232.0,0.28515032,19.5,-22.407634261759497,-14.505397302310714,0.647341755620556,7.902236959448784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.01265792399669,49.82519198098188]}"
0000000000000000090d_0,4030.0,3548.0,1754.0,1984.0,2300.0,3844.0,0.2513021,12.6,-20.714486467036807,-11.511441348624992,0.5557193690002056,9.203045118411815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.078877483281852,52.660185186134676]}"
00000000000000000923_0,4373.0,3974.0,1857.5,2253.0,2778.0,4027.0,0.1835415,16,-19.2652677349655,-13.045425978878205,0.6771474011337723,6.2198417560872965,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.50351111808515,51.23527748246429]}"
0000000000000000092a_0,3127.5,2357.0,1559.5,1852.5,2151.0,3975.5,0.29780462,20,-21.554929009854753,-12.920182625487435,0.5994073383206423,8.634746384367318,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.706081214654102,52.059571587172364]}"
00000000000000000935_0,3144.0,2312.0,1482.0,1750.0,1680.0,3766.0,0.38303342,17.4,-20.356202607543473,-12.775422659228562,0.6275936089619351,7.580779948314911,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.04232062550004,52.39590082954671]}"
00000000000000000948_0,3320.0,2846.5,1994.0,2455.0,2508.0,4156.0,0.24729893,16.2,-18.055830398074626,-10.402244030887038,0.57611551513002,7.653586367187588,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.870279525745596,54.61887183162888]}"
00000000000000000967_0,2654.0,2595.0,1440.0,1594.0,1614.0,3884.0,0.4128774,14.4,-19.035914311582985,-11.624083715788373,0.6106396323036264,7.411830595794612,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.383940779486991,54.29988007423804]}"
00000000000000000975_0,4892.0,4745.5,2160.0,2674.0,3323.0,4119.5,0.10702049,17,-24.472705712450566,-15.00117440701763,0.6129757201054289,9.471531305432936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.472604498029588,51.24408097224866]}"
00000000000000000976_0,3331.5,2632.0,1664.5,1990.5,2179.0,3289.5,0.20307215,23.4,-18.94505968191406,-11.898524949996474,0.6280542341788148,7.0465347319175855,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.527581393417702,51.04609228362872]}"
00000000000000000979_0,4513.0,3421.0,1870.0,2160.0,2378.0,4222.0,0.27939394,17.7,-21.984867059539262,-14.181477540766977,0.6450563245327251,7.803389518772285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.757819600737536,51.17059878200769]}"
00000000000000000980_0,4364.5,3867.5,1887.0,2178.0,2543.0,3379.0,0.14116852,21.8,-22.336935202322973,-13.054725179896247,0.5844456753645682,9.282210022426726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.27246442700961,51.16610720558709]}"
00000000000000000989_0,4347.0,3866.5,1964.0,2326.0,2874.0,3545.5,0.104603164,21,-23.069928848565795,-12.985266884833836,0.5628654934339383,10.084661963731959,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.697277724869732,51.05282964825962]}"
000000000000000023a2_0,3219.0,2424.0,1645.0,2062.0,2186.0,4472.0,0.34334636,21.6,-19.6429839638161,-12.744329567158452,0.6487980436492997,6.898654396657648,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.090716947904825,49.8952605731432]}"
000000000000000026b6_0,2900.0,2137.0,1504.0,1722.0,1709.0,4256.0,0.42699078,9.2,-19.339213480177538,-12.997128719044909,0.6720608742628965,6.342084761132629,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.553008290240136,52.690907568851564]}"
000000000000000008e5_0,3098.0,2282.0,1563.0,1979.0,2146.0,4152.0,0.3185138,17.3,-20.035138972186534,-12.46221430188029,0.6220178616769647,7.572924670306245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.77756423986076,49.99479390662364]}"
000000000000000006c8_0,2976.0,2165.5,1396.5,1641.0,1683.0,4376.5,0.4445086,43.8,-17.819449681776266,-10.609615900455074,0.5953952613534075,7.209833781321192,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.67284354914168,48.76877320685732]}"
000000000000000006f1_0,3530.0,2723.0,1731.0,2052.0,2330.0,4388.0,0.30634117,20.8,-20.84202032673694,-12.382593029412396,0.5941167331809735,8.459427297324543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.738600227939228,49.09162771996988]}"
000000000000000006f3_0,3312.0,2669.0,1539.0,1845.0,1828.0,4100.0,0.38326585,10.5,-19.976381357484502,-11.021914027577454,0.5517472774641389,8.954467329907049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.845679409806277,49.755572546462616]}"
000000000000000006fa_0,3874.0,3006.0,1712.0,2164.0,2326.0,3814.0,0.24234527,10.3,-19.50674821948138,-12.715944762200948,0.6518741421751443,6.7908034572804326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.398772130238665,49.15145551789224]}"
00000000000000000704_0,4399.0,3762.5,2198.0,2597.0,3127.0,3880.0,0.10746396,40.9,-17.021523788280533,-8.823621574966005,0.5183802393203566,8.197902213314528,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.15972585885261,50.0883983592289]}"
00000000000000000715_0,2792.5,1951.0,1834.5,2393.0,2445.0,5276.5,0.36670336,15.6,-17.662638086325373,-10.511552048159956,0.5951292211721264,7.151086038165417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.26571791381501,49.67831743202834]}"
00000000000000000738_0,3625.0,2965.0,1996.0,2306.0,2800.0,4273.0,0.20825675,15.9,-20.89860717746608,-13.319816221194408,0.637354255625059,7.578790956271671,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.884482055798388,48.79581249690932]}"
000000000000000007e9_0,3362.5,2510.0,1827.0,2290.0,2656.0,4910.0,0.2979117,17.3,-18.277432211789392,-11.517107619194405,0.6301272238758784,6.760324592594987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.957061356473394,51.209046676168]}"
00000000000000000822_0,3179.0,2572.0,1686.0,1926.0,1970.0,4124.0,0.35346243,12.7,-19.784588000848252,-13.579924433472538,0.6863890434761799,6.2046635673757145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.91268000715604,53.00163482562851]}"
00000000000000000880_0,4640.5,4340.5,2040.0,2310.0,2673.0,4210.0,0.2233038,18.3,-22.9455584474275,-11.835756686672458,0.5158190729500158,11.109801760755044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.177139452518974,52.776966173070214]}"
000000000000000008d2_0,2964.0,2292.0,1386.0,1660.0,1623.0,3886.0,0.41078237,15.2,-21.064783240152515,-13.403117546552776,0.6362808196860293,7.661665693599739,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.64039607025756,50.60960088707505]}"
000000000000000008de_0,3410.5,2559.5,1528.0,1819.0,1971.5,3534.0,0.2838071,17.3,-18.886309425871055,-12.08074649947618,0.639656283663742,6.805562926394874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.561160087916367,49.89840467663762]}"
00000000000000000933_0,4288.0,3667.0,1766.0,2018.0,2152.0,3544.0,0.24438202,11.7,-22.9632952520886,-14.26236069903208,0.6210938170006268,8.70093455305652,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.958238314906453,51.82196719452275]}"
00000000000000000972_0,3054.0,2410.0,1655.5,1960.5,2239.0,4112.5,0.29496968,27.9,-19.726744872167274,-12.359258285547796,0.6265229446438291,7.367486586619478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.329413041740935,51.24453012989072]}"
00000000000000000974_0,2935.5,2321.0,1683.0,2016.0,2239.0,4076.0,0.2908947,17.4,-21.302715602726185,-12.915126625807309,0.6062666782330096,8.387588976918876,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.41610046665847,51.33418199524585]}"
00000000000000000987_0,3982.5,3432.0,1991.5,2344.0,2741.0,3270.5,0.08808118,20.7,-21.22542201548773,-11.724614442885406,0.5523854571339127,9.500807572602325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.654697580402466,50.65784041783226]}"
0000000000000000098c_0,3339.0,2262.0,1636.0,1847.0,1720.0,4405.0,0.43836734,16.1,-18.355482514419453,-12.786583076166792,0.6966083875006871,5.568899438252661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.004681215095431,50.90406863720942]}"
000000000000000006c7_0,3316.0,2621.0,1866.0,2054.0,2172.0,4316.0,0.33045623,10.4,-22.334485720511957,-12.222244840691125,0.5472364572722727,10.112240879820831,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.64382796546462,48.71523361592379]}"
00000000000000000714_0,3154.0,2259.5,1669.0,1950.0,1908.5,4367.5,0.39181006,8.8,-17.00120022943977,-10.683343773922408,0.6283876214470329,6.317856455517363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.148577600765824,50.03719438803408]}"
0000000000000000075e_0,3938.0,3412.0,1721.5,2049.0,2244.0,4332.0,0.31751823,9.5,-21.9566218174881,-14.236511978262385,0.6483926396602245,7.720109839225714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.801397040581035,52.776067857786096]}"
00000000000000000761_0,3137.0,2915.0,1571.5,1876.0,1861.0,3275.5,0.27538207,28.3,-20.792844813369058,-13.850205975021728,0.6661044267553298,6.94263883834733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.822866775871491,52.649674897310476]}"
00000000000000000779_0,3384.0,2610.0,1433.5,1649.0,1647.0,3749.5,0.38960436,10.7,-21.010661101467672,-12.704381509685412,0.604663577615745,8.30627959178226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.869134587285497,53.10628855622843]}"
0000000000000000084f_0,3037.0,2518.0,1686.0,1954.0,2150.0,4332.0,0.3366245,9.5,-21.077081978121008,-13.788567759884867,0.6541971879313295,7.288514218236141,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.401008769885262,52.880002936158725]}"
00000000000000000857_0,3293.0,2686.0,1386.0,1547.0,1676.0,3684.0,0.37462687,9.6,-19.735704821364838,-12.06303351856855,0.6112289187417185,7.672671302796287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.32402772431807,52.945310457314214]}"
0000000000000000092c_0,3523.0,2927.0,1600.0,1848.0,1914.0,3644.0,0.31126305,17.1,-20.348475581798407,-12.672415816433766,0.6227697876183496,7.676059765364641,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.847925198016576,52.66871918133381]}"
0000000000000000093d_0,4230.0,3444.0,1641.5,1857.0,2058.0,3763.5,0.29296574,8.2,-24.117639163898343,-14.560984369241137,0.603748330020521,9.556654794657206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.280014849678064,52.44548783323011]}"
000000000000000006c5_0,3011.0,2347.0,1564.0,1819.0,2050.0,3880.0,0.30860034,14.9,-19.113089232660407,-11.400564997602437,0.5964794523180049,7.71252423505797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.608614006327134,48.463795167898745]}"
000000000000000008ad_0,3652.0,3152.0,1614.0,1804.0,1884.0,3338.0,0.27843738,13.2,-20.54633639404946,-12.209629071744816,0.5942484751335481,8.336707322304646,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.064580547418798,51.966146797623935]}"
0000000000000000068a_0,3491.5,2642.0,1613.5,1935.0,1888.5,4959.5,0.44845212,16.3,-17.630368900047728,-10.896368625749659,0.618045412862584,6.734000274298069,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.76679817929688,49.19484414611521]}"
0000000000000000068d_0,2658.0,1963.0,1338.0,1538.0,1530.5,3821.0,0.42801085,19.1,-20.11489273271887,-12.601488324403666,0.6264755418708295,7.513404408315205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.632675133095983,49.52856827416561]}"
000000000000000006ab_0,2941.0,2057.0,1466.0,1870.0,1819.0,4312.0,0.40662208,34.5,-19.454931909080912,-12.991420693494923,0.6677700417666824,6.463511215585989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.527666650664262,48.38447392831099]}"
000000000000000006b9_0,3206.0,2384.5,1581.0,1793.0,2041.0,4486.0,0.37459782,17.7,-19.845814007472583,-12.939020405872677,0.6519773087161213,6.906793601599906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.959666470797341,48.169507080821184]}"
000000000000000006d5_0,3286.0,2558.0,1664.0,2002.0,2158.0,3630.0,0.25431928,22.5,-18.108049940510345,-10.810593676496751,0.59700485209685,7.297456264013594,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.101789097308751,48.61749691301159]}"
000000000000000006d6_0,2705.0,2018.5,1490.0,1765.0,1770.5,4047.5,0.3913716,13.1,-19.32096617582741,-12.43312740325269,0.6435044339970875,6.887838772574721,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.242195776216633,48.7227794643104]}"
000000000000000006e6_0,3771.5,3046.5,1873.5,2203.0,2626.0,3731.0,0.17382413,23,-17.81556885965809,-10.204846369668337,0.5728049690726622,7.610722489989753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.061908472975697,48.34315142524149]}"
000000000000000006f5_0,4084.5,3488.5,1983.0,2427.0,2853.0,3925.0,0.15815875,10.8,-21.33636351133679,-12.969588885243919,0.6078631383624816,8.36677462609287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.1592812754924,49.318272666153234]}"
000000000000000006f9_0,3016.0,2183.0,1484.0,1832.0,1870.0,4708.0,0.43143812,46.1,-18.340394484873844,-11.559256594472501,0.6302621573383247,6.781137890401343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.390956787266825,48.9895791036939]}"
0000000000000000070f_0,3320.0,2483.0,1470.0,1744.0,1968.0,3111.0,0.2250443,17.7,-18.403081597712884,-10.552885387479492,0.5734303427090708,7.850196210233392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.887356664707571,48.95768891110765]}"
0000000000000000072b_0,3321.0,2566.0,1465.0,1776.0,1712.0,3716.0,0.36919674,24.6,-15.952806896144162,-9.43823106879487,0.5916345086002462,6.514575827349292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.551296916918458,48.2041820507882]}"
00000000000000000742_0,2915.5,2132.5,1411.5,1741.0,1684.5,3616.0,0.36439958,8.2,-16.741850051084782,-8.132258444734916,0.48574431260110285,8.609591606349866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.897691864756796,53.1353939714339]}"
00000000000000000746_0,4219.0,3951.0,1836.0,2132.0,2520.0,3596.0,0.17593198,7,-19.613433032297113,-10.74636020805399,0.547908170403322,8.867072824243124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.266180794302624,52.17608307952266]}"
0000000000000000074d_0,3673.0,2991.0,1667.0,1908.5,1967.0,4247.5,0.36696437,8.7,-20.527011830086032,-12.021689123264569,0.5856521749378357,8.505322706821463,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.403443369716086,53.09038837569951]}"
0000000000000000074f_0,3685.5,3038.5,1606.0,1873.5,2070.0,4123.5,0.33155727,9.5,-19.841269610626533,-13.026000336337749,0.6565104245829773,6.815269274288784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.4403641278934,53.21552369477736]}"
00000000000000000775_0,4310.0,3553.0,1859.0,2185.0,2389.0,4076.0,0.26094353,13.8,-18.93061515091717,-11.56071636176263,0.6106888904348428,7.36989878915454,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.735465273008513,53.29035335794452]}"
0000000000000000079d_0,3586.0,2700.5,1807.0,2247.0,2846.0,4645.5,0.24020557,17.2,-18.96793428632851,-11.211705821326987,0.5910873399328482,7.756228465001524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.057757925541342,50.396161175568245]}"
000000000000000007fa_0,3535.5,2821.5,1646.5,1884.0,1969.5,4096.0,0.3505894,10.5,-20.21664756269888,-13.283930628947418,0.6570788053632192,6.932716933751463,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.143839401169247,53.475046980359494]}"
0000000000000000082c_0,2895.0,2104.0,1471.0,1756.0,1612.0,3336.0,0.3484236,20.6,-21.95573639781695,-14.215960643100123,0.6474827528223381,7.739775754716826,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.33515768527745,52.64518332088988]}"
00000000000000000839_0,3395.0,2747.5,1813.5,2128.0,2066.0,4662.0,0.3858502,19.2,-18.24095844035395,-11.16036970829661,0.6118302250832853,7.08058873205734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.530896011405241,53.716603960259235]}"
0000000000000000083d_0,2996.0,2558.0,1679.0,1890.5,2047.0,3958.0,0.3182348,12.4,-19.139469193641116,-11.251519426256362,0.5878699828307965,7.887949767384754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.785478562924714,53.28801773820581]}"
00000000000000000842_0,3384.0,2787.0,1608.0,1890.0,1993.0,4001.0,0.33500168,10.8,-19.96566808618998,-12.431938244996893,0.6226657776403646,7.533729841193086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.267694207440073,53.14806021693999]}"
00000000000000000845_0,3275.0,2359.0,1516.0,1772.0,1714.0,4276.0,0.42771286,25.3,-19.73995628119506,-12.590394057649206,0.6378126617049925,7.149562223545853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.478888130736573,52.987441444139414]}"
00000000000000000858_0,3344.0,2818.0,1372.5,1502.5,1476.0,3449.0,0.40060914,15.6,-18.1935549862864,-12.33871937289015,0.6781917762741037,5.854835613396251,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.856166827221218,52.58769114270623]}"
00000000000000000868_0,3073.0,2467.0,1692.0,1846.0,2212.0,3856.0,0.27092946,17.7,-18.384019766736895,-9.871992519388282,0.5369877015281588,8.512027247348612,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.6523436635363495,53.16342140829843]}"
0000000000000000086c_0,3124.0,2709.0,1618.0,1844.0,1902.0,4116.0,0.36789632,21.2,-21.179082135786743,-11.693399783203256,0.5521202339285833,9.485682352583487,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.77613150968802,52.50055456014663]}"
0000000000000000086e_0,3699.5,2829.5,1645.0,1967.5,2191.0,4564.0,0.35129532,17.9,-21.51301938890146,-13.042292431025658,0.6062511354289096,8.4707269578758,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.818082833456401,52.84290251492459]}"
00000000000000000872_0,3105.0,2579.5,1318.0,1467.0,1393.5,3273.0,0.40276438,20.9,-17.08144705219856,-10.419765248895375,0.6100048325562818,6.661681803303184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.861561293207786,53.167284164020145]}"
00000000000000000876_0,3128.5,2454.5,1476.0,1691.5,1663.0,4302.0,0.44241408,26.9,-18.04278483254262,-10.356203474918136,0.573980323494149,7.686581357624483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.9195924605619075,53.20429475372587]}"
0000000000000000087d_0,3154.0,2708.0,1686.0,1822.0,2048.0,3586.0,0.27298546,12.6,-21.528127587038732,-13.157695332786854,0.611186239007084,8.370432254251877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.175881811121206,52.09379739949732]}"
0000000000000000087e_0,3227.5,2453.0,1567.0,1948.5,1790.0,4390.5,0.42075884,10.9,-19.74028391967514,-12.268111923256257,0.6214759611957066,7.472171996418883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.166269837581128,52.327359373368395]}"
00000000000000000881_0,3182.0,2217.0,1502.0,1858.0,1598.0,4175.0,0.44638836,13.7,-20.513810097939267,-14.033006788525048,0.6840760795545605,6.480803309414219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.228523086770611,52.23842616024056]}"
00000000000000000884_0,2788.0,2388.0,1449.0,1598.0,1608.0,3358.0,0.3523963,33.2,-20.88828340091417,-12.12803518342601,0.5806142587521208,8.76024821748816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.313503712648318,53.08463915788115]}"
00000000000000000890_0,3467.0,2634.0,1488.0,1758.0,1885.0,4403.0,0.40044528,14.6,-16.549444113862084,-9.82197484672378,0.593492734810152,6.727469267138304,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.177669293125743,50.85825455771933]}"
00000000000000000897_0,3339.5,2684.0,1462.5,1684.0,1862.0,3351.5,0.2857006,16.9,-20.057836964738534,-11.270913396413887,0.5619206804915222,8.786923568324648,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.774959125536813,52.08184980621853]}"
0000000000000000089b_0,3660.0,2897.5,1522.0,1746.0,1790.5,3522.0,0.3259294,14.5,-23.151944178885763,-15.305170334814088,0.6610749497561497,7.846773844071675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.890392639546172,52.102960215395335]}"
000000000000000008ae_0,2960.0,2092.0,1504.0,1816.0,1780.0,4439.0,0.4275607,11,-15.62189420268945,-8.266557836341471,0.5291648841737968,7.355336366347979,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.131055878443643,51.769415750401755]}"
000000000000000008c8_0,2873.5,2237.0,1521.0,1781.0,1819.5,4070.0,0.38212073,20.3,-19.510645624712218,-10.707284924838303,0.5487919329166862,8.803360699873915,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.210197454974573,51.23123506368575]}"
